,method,best_Jaccard_index_for_cluster
360,SPIRAL (Jaccard index=0.05),0.16481391976800386
361,SPIRAL (Jaccard index=0.05),0.06768558951965066
362,SPIRAL (Jaccard index=0.05),0.2242305813385442
363,SPIRAL (Jaccard index=0.05),0.09403437815975733
364,SPIRAL (Jaccard index=0.05),0.22118525431637892
365,SPIRAL (Jaccard index=0.05),0.1707434052757794
366,SPIRAL (Jaccard index=0.5),0.1982276119402985
367,SPIRAL (Jaccard index=0.5),0.20208023774145617
368,SPIRAL (Jaccard index=0.5),0.2242305813385442
369,SPIRAL (Jaccard index=0.5),0.2064814814814815
370,SPIRAL (Jaccard index=0.5),0.22118525431637892
371,SPIRAL (Jaccard index=0.5),0.23431734317343172
372,SPIRAL (Jaccard index=0.75),0.1982276119402985
373,SPIRAL (Jaccard index=0.75),0.20208023774145617
374,SPIRAL (Jaccard index=0.75),0.2242305813385442
375,SPIRAL (Jaccard index=0.75),0.2064814814814815
376,SPIRAL (Jaccard index=0.75),0.22118525431637892
377,SPIRAL (Jaccard index=0.75),0.23431734317343172
378,Seurat,0.08398517908604364
379,Seurat,0.05333333333333334
380,Seurat,0.1272648835202761
381,Seurat,0.07852292020373515
382,Seurat,0.10204081632653061
383,Seurat,0.09033347403967919
384,Slingshot+tradeSeq (nPoints=20),0.09678965021562051
385,Slingshot+tradeSeq (nPoints=20),0.03292806484295846
386,Slingshot+tradeSeq (nPoints=20),0.052169673330082884
387,Slingshot+tradeSeq (nPoints=20),0.028692380056444027
388,Slingshot+tradeSeq (nPoints=20),0.08879590887959089
389,Slingshot+tradeSeq (nPoints=20),0.055747409965466205
390,Slingshot+tradeSeq (nPoints=200),0.08229066410009625
391,Slingshot+tradeSeq (nPoints=200),0.03896761133603239
392,Slingshot+tradeSeq (nPoints=200),0.04736328125
393,Slingshot+tradeSeq (nPoints=200),0.026511627906976743
394,Slingshot+tradeSeq (nPoints=200),0.10460251046025104
395,Slingshot+tradeSeq (nPoints=200),0.03269887750122011
396,Hotspot (n_neighbors=30),0.03673272112131464
397,Hotspot (n_neighbors=30),0.06822810590631365
398,Hotspot (n_neighbors=30),0.09166666666666666
399,Hotspot (n_neighbors=30),0.1268958543983822
400,Hotspot (n_neighbors=30),0.08610201216658868
401,Hotspot (n_neighbors=30),0.06872852233676977
402,Hotspot (n_neighbors=300),0.04543257612373127
403,Hotspot (n_neighbors=300),0.035559827006247
404,Hotspot (n_neighbors=300),0.054901960784313725
405,Hotspot (n_neighbors=300),0.04619289340101523
406,Hotspot (n_neighbors=300),0.08789153810191679
407,Hotspot (n_neighbors=300),0.04199604743083004
408,nsNMF,0.02608695652173913
409,nsNMF,0.021505376344086023
410,nsNMF,0.06764705882352941
411,nsNMF,0.01948368241597662
412,nsNMF,0.05750350631136045
413,nsNMF,0.016486104569006125
414,SingleCellHaystack (k=3),0.1102077687443541
415,SingleCellHaystack (k=3),0.09891107078039928
416,SingleCellHaystack (k=3),0.07398334149926507
417,SingleCellHaystack (k=3),0.047968885047536734
418,SingleCellHaystack (k=3),0.14727996461742593
419,SingleCellHaystack (k=3),0.10004568296025583
420,SingleCellHaystack (k=5),0.07440336920917173
421,SingleCellHaystack (k=5),0.06688341848583372
422,SingleCellHaystack (k=5),0.07398334149926507
423,SingleCellHaystack (k=5),0.03784295175023652
424,SingleCellHaystack (k=5),0.09296148738379814
425,SingleCellHaystack (k=5),0.07016683022571148
426,SingleCellHaystack (k=6),0.07440336920917173
427,SingleCellHaystack (k=6),0.03672456575682382
428,SingleCellHaystack (k=6),0.07398334149926507
429,SingleCellHaystack (k=6),0.03784295175023652
430,SingleCellHaystack (k=6),0.0718562874251497
431,SingleCellHaystack (k=6),0.07016683022571148
432,SPIRAL (Jaccard index=0.05),0.1620795107033639
433,SPIRAL (Jaccard index=0.05),0.09198813056379822
434,SPIRAL (Jaccard index=0.05),0.2791154791154791
435,SPIRAL (Jaccard index=0.05),0.05254378648874062
436,SPIRAL (Jaccard index=0.05),0.23486328125
437,SPIRAL (Jaccard index=0.05),0.08403716216216216
438,SPIRAL (Jaccard index=0.5),0.2243362831858407
439,SPIRAL (Jaccard index=0.5),0.1938259109311741
440,SPIRAL (Jaccard index=0.5),0.2791154791154791
441,SPIRAL (Jaccard index=0.5),0.21534063839923773
442,SPIRAL (Jaccard index=0.5),0.23486328125
443,SPIRAL (Jaccard index=0.5),0.19953051643192488
444,SPIRAL (Jaccard index=0.75),0.2243362831858407
445,SPIRAL (Jaccard index=0.75),0.1938259109311741
446,SPIRAL (Jaccard index=0.75),0.2791154791154791
447,SPIRAL (Jaccard index=0.75),0.21534063839923773
448,SPIRAL (Jaccard index=0.75),0.23486328125
449,SPIRAL (Jaccard index=0.75),0.19953051643192488
450,Seurat,0.06991869918699187
451,Seurat,0.062197092084006464
452,Seurat,0.1316013628620102
453,Seurat,0.09477521263669501
454,Seurat,0.1096128751631144
455,Seurat,0.06990881458966565
456,Slingshot+tradeSeq (nPoints=20),0.08151898734177215
457,Slingshot+tradeSeq (nPoints=20),0.07735368956743002
458,Slingshot+tradeSeq (nPoints=20),0.034760705289672546
459,Slingshot+tradeSeq (nPoints=20),0.029263831732967534
460,Slingshot+tradeSeq (nPoints=20),0.1015625
461,Slingshot+tradeSeq (nPoints=20),0.037378392217101895
462,Slingshot+tradeSeq (nPoints=200),0.0860323886639676
463,Slingshot+tradeSeq (nPoints=200),0.05657492354740061
464,Slingshot+tradeSeq (nPoints=200),0.03929471032745592
465,Slingshot+tradeSeq (nPoints=200),0.029653284671532845
466,Slingshot+tradeSeq (nPoints=200),0.10395314787701318
467,Slingshot+tradeSeq (nPoints=200),0.050204918032786885
468,Hotspot (n_neighbors=30),0.16522182559918408
469,Hotspot (n_neighbors=30),0.06833248342682305
470,Hotspot (n_neighbors=30),0.042821158690176324
471,Hotspot (n_neighbors=30),0.09838472834067548
472,Hotspot (n_neighbors=30),0.3134474327628362
473,Hotspot (n_neighbors=30),0.2150482968988307
474,Hotspot (n_neighbors=300),0.07040816326530612
475,Hotspot (n_neighbors=300),0.02626641651031895
476,Hotspot (n_neighbors=300),0.03877139979859013
477,Hotspot (n_neighbors=300),0.06856023506366307
478,Hotspot (n_neighbors=300),0.11296660117878192
479,Hotspot (n_neighbors=300),0.030240902101486417
480,nsNMF,0.02806122448979592
481,nsNMF,0.017638412542871143
482,nsNMF,0.038267875125881166
483,nsNMF,0.017510648367250355
484,nsNMF,0.05844793713163065
485,nsNMF,0.017346938775510204
486,SingleCellHaystack (k=3),0.09669698420296793
487,SingleCellHaystack (k=3),0.08192990441511151
488,SingleCellHaystack (k=3),0.08232445520581114
489,SingleCellHaystack (k=3),0.04835258878904578
490,SingleCellHaystack (k=3),0.16185518220539516
491,SingleCellHaystack (k=3),0.09404990403071017
492,SingleCellHaystack (k=5),0.09669698420296793
493,SingleCellHaystack (k=5),0.04844124700239808
494,SingleCellHaystack (k=5),0.06392251815980629
495,SingleCellHaystack (k=5),0.027285129604365622
496,SingleCellHaystack (k=5),0.09006363191385218
497,SingleCellHaystack (k=5),0.09404990403071017
498,SingleCellHaystack (k=6),0.09669698420296793
499,SingleCellHaystack (k=6),0.04844124700239808
500,SingleCellHaystack (k=6),0.06392251815980629
501,SingleCellHaystack (k=6),0.027285129604365622
502,SingleCellHaystack (k=6),0.07502374169040836
503,SingleCellHaystack (k=6),0.09404990403071017
504,SPIRAL (Jaccard index=0.05),0.15411127523387494
505,SPIRAL (Jaccard index=0.05),0.1448780487804878
506,SPIRAL (Jaccard index=0.05),0.09961685823754789
507,SPIRAL (Jaccard index=0.05),0.048089308716187204
508,SPIRAL (Jaccard index=0.05),0.23092072870507138
509,SPIRAL (Jaccard index=0.05),0.1875293014533521
510,SPIRAL (Jaccard index=0.5),0.21347291761492945
511,SPIRAL (Jaccard index=0.5),0.21679962458939464
512,SPIRAL (Jaccard index=0.5),0.23710843373493976
513,SPIRAL (Jaccard index=0.5),0.2039506172839506
514,SPIRAL (Jaccard index=0.5),0.2578302315024966
515,SPIRAL (Jaccard index=0.5),0.1875293014533521
516,SPIRAL (Jaccard index=0.75),0.21347291761492945
517,SPIRAL (Jaccard index=0.75),0.21679962458939464
518,SPIRAL (Jaccard index=0.75),0.23710843373493976
519,SPIRAL (Jaccard index=0.75),0.2039506172839506
520,SPIRAL (Jaccard index=0.75),0.2578302315024966
521,SPIRAL (Jaccard index=0.75),0.1875293014533521
522,Seurat,0.06596638655462185
523,Seurat,0.0523279769262464
524,Seurat,0.10840336134453782
525,Seurat,0.0959552495697074
526,Seurat,0.10498687664041995
527,Seurat,0.07179487179487179
528,Slingshot+tradeSeq (nPoints=20),0.06859382655561
529,Slingshot+tradeSeq (nPoints=20),0.04873294346978557
530,Slingshot+tradeSeq (nPoints=20),0.016561130053580127
531,Slingshot+tradeSeq (nPoints=20),0.02688919796012981
532,Slingshot+tradeSeq (nPoints=20),0.11525257479156449
533,Slingshot+tradeSeq (nPoints=20),0.033763654419066536
534,Slingshot+tradeSeq (nPoints=200),0.10927634774162215
535,Slingshot+tradeSeq (nPoints=200),0.054554310764734534
536,Slingshot+tradeSeq (nPoints=200),0.020814880425155006
537,Slingshot+tradeSeq (nPoints=200),0.027652086475615886
538,Slingshot+tradeSeq (nPoints=200),0.11579980372914622
539,Slingshot+tradeSeq (nPoints=200),0.03917050691244239
540,Hotspot (n_neighbors=30),0.047267355982274745
541,Hotspot (n_neighbors=30),0.0947265625
542,Hotspot (n_neighbors=30),0.03214807598636142
543,Hotspot (n_neighbors=30),0.1341093117408907
544,Hotspot (n_neighbors=30),0.10237388724035608
545,Hotspot (n_neighbors=30),0.02875557759048091
546,Hotspot (n_neighbors=300),0.053175775480059084
547,Hotspot (n_neighbors=300),0.0498046875
548,Hotspot (n_neighbors=300),0.04114230396902226
549,Hotspot (n_neighbors=300),0.10494450050454086
550,Hotspot (n_neighbors=300),0.10187932739861523
551,Hotspot (n_neighbors=300),0.023418036870951668
552,nsNMF,0.029049729197439686
553,nsNMF,0.01460197833254828
554,nsNMF,0.05114466634193863
555,nsNMF,0.01083743842364532
556,nsNMF,0.044532409698169226
557,nsNMF,0.015903614457831325
558,SingleCellHaystack (k=3),0.10220994475138122
559,SingleCellHaystack (k=3),0.08980477223427331
560,SingleCellHaystack (k=3),0.07957302280446385
561,SingleCellHaystack (k=3),0.06266432953549518
562,SingleCellHaystack (k=3),0.1564245810055866
563,SingleCellHaystack (k=3),0.09592215013901761
564,SingleCellHaystack (k=5),0.054502369668246446
565,SingleCellHaystack (k=5),0.06398537477148081
566,SingleCellHaystack (k=5),0.07957302280446385
567,SingleCellHaystack (k=5),0.03723404255319149
568,SingleCellHaystack (k=5),0.11758989310009718
569,SingleCellHaystack (k=5),0.059024390243902436
570,SingleCellHaystack (k=6),0.054502369668246446
571,SingleCellHaystack (k=6),0.06398537477148081
572,SingleCellHaystack (k=6),0.04997573993207181
573,SingleCellHaystack (k=6),0.03723404255319149
574,SingleCellHaystack (k=6),0.11758989310009718
575,SingleCellHaystack (k=6),0.059024390243902436
576,SPIRAL (Jaccard index=0.05),0.13776257938446507
577,SPIRAL (Jaccard index=0.05),0.06839032527105922
578,SPIRAL (Jaccard index=0.05),0.27688564476885646
579,SPIRAL (Jaccard index=0.05),0.05381561535068372
580,SPIRAL (Jaccard index=0.05),0.20657507360157018
581,SPIRAL (Jaccard index=0.05),0.0700453234445818
582,SPIRAL (Jaccard index=0.5),0.22566371681415928
583,SPIRAL (Jaccard index=0.5),0.25634765625
584,SPIRAL (Jaccard index=0.5),0.27688564476885646
585,SPIRAL (Jaccard index=0.5),0.20579847908745247
586,SPIRAL (Jaccard index=0.5),0.2509157509157509
587,SPIRAL (Jaccard index=0.5),0.23103901797457255
588,SPIRAL (Jaccard index=0.75),0.22566371681415928
589,SPIRAL (Jaccard index=0.75),0.25634765625
590,SPIRAL (Jaccard index=0.75),0.27688564476885646
591,SPIRAL (Jaccard index=0.75),0.20579847908745247
592,SPIRAL (Jaccard index=0.75),0.2509157509157509
593,SPIRAL (Jaccard index=0.75),0.23103901797457255
594,Seurat,0.07038733860891296
595,Seurat,0.051145662847790506
596,Seurat,0.12196162046908315
597,Seurat,0.09145044661846023
598,Seurat,0.1029728565273589
599,Seurat,0.0821917808219178
600,Slingshot+tradeSeq (nPoints=20),0.08458920758385999
601,Slingshot+tradeSeq (nPoints=20),0.05505050505050505
602,Slingshot+tradeSeq (nPoints=20),0.032432432432432434
603,Slingshot+tradeSeq (nPoints=20),0.03168685927306617
604,Slingshot+tradeSeq (nPoints=20),0.10605326876513317
605,Slingshot+tradeSeq (nPoints=20),0.046742913973147684
606,Slingshot+tradeSeq (nPoints=200),0.08118619348565873
607,Slingshot+tradeSeq (nPoints=200),0.045454545454545456
608,Slingshot+tradeSeq (nPoints=200),0.036855036855036855
609,Slingshot+tradeSeq (nPoints=200),0.031569173630454965
610,Slingshot+tradeSeq (nPoints=200),0.11262135922330097
611,Slingshot+tradeSeq (nPoints=200),0.044256588761810045
612,Hotspot (n_neighbors=30),0.17618350414836506
613,Hotspot (n_neighbors=30),0.04595588235294118
614,Hotspot (n_neighbors=30),0.029513034923757994
615,Hotspot (n_neighbors=30),0.1298635674583123
616,Hotspot (n_neighbors=30),0.14572127139364302
617,Hotspot (n_neighbors=30),0.06666666666666667
618,Hotspot (n_neighbors=300),0.05324865657059111
619,Hotspot (n_neighbors=300),0.08417849898580122
620,Hotspot (n_neighbors=300),0.03000491883915396
621,Hotspot (n_neighbors=300),0.1172901921132457
622,Hotspot (n_neighbors=300),0.09081983308787432
623,Hotspot (n_neighbors=300),0.0791044776119403
624,nsNMF,0.05276013678553981
625,nsNMF,0.021026894865525673
626,nsNMF,0.04230201672405312
627,nsNMF,0.01657727937591419
628,nsNMF,0.05689063266307013
629,nsNMF,0.017822736030828516
630,SingleCellHaystack (k=3),0.1004089050431622
631,SingleCellHaystack (k=3),0.08381891528462573
632,SingleCellHaystack (k=3),0.082312591866732
633,SingleCellHaystack (k=3),0.06622516556291391
634,SingleCellHaystack (k=3),0.1606725829051845
635,SingleCellHaystack (k=3),0.10904007455731593
636,SingleCellHaystack (k=5),0.1004089050431622
637,SingleCellHaystack (k=5),0.06588235294117648
638,SingleCellHaystack (k=5),0.05689063266307013
639,SingleCellHaystack (k=5),0.03856749311294766
640,SingleCellHaystack (k=5),0.12548262548262548
641,SingleCellHaystack (k=5),0.10904007455731593
642,SingleCellHaystack (k=6),0.1004089050431622
643,SingleCellHaystack (k=6),0.036567528035104824
644,SingleCellHaystack (k=6),0.05689063266307013
645,SingleCellHaystack (k=6),0.03213242453748783
646,SingleCellHaystack (k=6),0.06771344455348381
647,SingleCellHaystack (k=6),0.10904007455731593
648,SPIRAL (Jaccard index=0.05),0.21463852716659182
649,SPIRAL (Jaccard index=0.05),0.06333892617449664
650,SPIRAL (Jaccard index=0.05),0.2635342185903984
651,SPIRAL (Jaccard index=0.05),0.0967741935483871
652,SPIRAL (Jaccard index=0.05),0.2057797708021923
653,SPIRAL (Jaccard index=0.05),0.18395390070921985
654,SPIRAL (Jaccard index=0.5),0.22304111714507371
655,SPIRAL (Jaccard index=0.5),0.19211576846307385
656,SPIRAL (Jaccard index=0.5),0.2635342185903984
657,SPIRAL (Jaccard index=0.5),0.15388235294117647
658,SPIRAL (Jaccard index=0.5),0.2272938984629716
659,SPIRAL (Jaccard index=0.5),0.23868149324861002
660,SPIRAL (Jaccard index=0.75),0.22304111714507371
661,SPIRAL (Jaccard index=0.75),0.19211576846307385
662,SPIRAL (Jaccard index=0.75),0.2635342185903984
663,SPIRAL (Jaccard index=0.75),0.18498659517426275
664,SPIRAL (Jaccard index=0.75),0.2272938984629716
665,SPIRAL (Jaccard index=0.75),0.23868149324861002
666,Seurat,0.07201379905131522
667,Seurat,0.05669481302774427
668,Seurat,0.13735046521931768
669,Seurat,0.08744038155802862
670,Seurat,0.08661069376933274
671,Seurat,0.0820829655781112
672,Slingshot+tradeSeq (nPoints=20),0.07480314960629922
673,Slingshot+tradeSeq (nPoints=20),0.028211586901763223
674,Slingshot+tradeSeq (nPoints=20),0.03380135205408216
675,Slingshot+tradeSeq (nPoints=20),0.02009825815096025
676,Slingshot+tradeSeq (nPoints=20),0.08846918489065607
677,Slingshot+tradeSeq (nPoints=20),0.046476761619190406
678,Slingshot+tradeSeq (nPoints=200),0.10433934666016577
679,Slingshot+tradeSeq (nPoints=200),0.02469758064516129
680,Slingshot+tradeSeq (nPoints=200),0.03732503888024884
681,Slingshot+tradeSeq (nPoints=200),0.024154589371980676
682,Slingshot+tradeSeq (nPoints=200),0.08950770760815514
683,Slingshot+tradeSeq (nPoints=200),0.04652326163081541
684,Hotspot (n_neighbors=30),0.08682782437099161
685,Hotspot (n_neighbors=30),0.07429718875502007
686,Hotspot (n_neighbors=30),0.056623376623376624
687,Hotspot (n_neighbors=30),0.09142586451918522
688,Hotspot (n_neighbors=30),0.16956737941322725
689,Hotspot (n_neighbors=30),0.05964912280701754
690,Hotspot (n_neighbors=300),0.06018746916625555
691,Hotspot (n_neighbors=300),0.14881850175967823
692,Hotspot (n_neighbors=300),0.04987012987012987
693,Hotspot (n_neighbors=300),0.08909004287756074
694,Hotspot (n_neighbors=300),0.0637767812655705
695,Hotspot (n_neighbors=300),0.023103967855349072
696,nsNMF,0.03516377649325626
697,nsNMF,0.023369036027263874
698,nsNMF,0.059159314997405295
699,nsNMF,0.01156336725254394
700,nsNMF,0.04702351175587794
701,nsNMF,0.036256736893679566
702,SingleCellHaystack (k=3),0.11236973266878116
703,SingleCellHaystack (k=3),0.06588235294117648
704,SingleCellHaystack (k=3),0.08697788697788698
705,SingleCellHaystack (k=3),0.03579223046704496
706,SingleCellHaystack (k=3),0.1100828056502679
707,SingleCellHaystack (k=3),0.1344892221180881
708,SingleCellHaystack (k=5),0.07468123861566485
709,SingleCellHaystack (k=5),0.06588235294117648
710,SingleCellHaystack (k=5),0.08082901554404145
711,SingleCellHaystack (k=5),0.03579223046704496
712,SingleCellHaystack (k=5),0.1100828056502679
713,SingleCellHaystack (k=5),0.10498812351543943
714,SingleCellHaystack (k=6),0.07468123861566485
715,SingleCellHaystack (k=6),0.041207474844274075
716,SingleCellHaystack (k=6),0.08082901554404145
717,SingleCellHaystack (k=6),0.026090868196131354
718,SingleCellHaystack (k=6),0.06839276990718124
719,SingleCellHaystack (k=6),0.10498812351543943
