"cluster","#genes","genes"
"1","72","Lars2, Gm26917, Mir6236, Gm24407, Rn18s-rs5, Gm42418, Mir6240, Rimbp3, Tbx1, Gm15564, Kl, Foxj1, Enpp2, Gm24245, Gm24270, Sostdc1, Gm22122, Gm20732, Kcne2, Gm24265, Msx1, Vim, Clic6, Ddx4, Rdh5, Cox8b, Ccdc153, 1500015O10Rik, Kcnj13, Folr1, F5, Prlr, Gm25581, Dynlrb2, Hist1h4h, Ttr, Gm25890, Dnah9, Gm24459, Fbn1, Vwa3a, Gcn1l1, Gm22614, Calml4, AA474408, Rn7s2, Id3, Ace, Lbp, 1700012B09Rik, Dnah6, Dbi, Tmem212, Gm25911, Gm45396, Tpt1, Otx2, Gm19582, Tm4sf1, Aim2, C3, Spint2, Rarres2, 1700007K13Rik, Gm25179, Steap1, Smim5, Car12, Sntn, Mob3b, Pom121l2, Morn5"
"2","39","Snap25, Diras2, Sncb, Nrgn, Dnm1, Stmn1, Prkcb, 1110008P14Rik, Igfbp4, Eef1a2, Dclk1, Pip5k1c, Pja2, Syn1, Zbtb3, Mapk10, Ldb2, Lamp5, Scn1b, Snap91, Chn1, Atp1b1, Kalrn, Rab6a, Cplx1, Adcy1, Map1a, Tmem56, Homer1, Serpinb8, Stmn3, Osbpl1a, Mef2c, 3110035E14Rik, Fam81a, Sh3gl2, Ier5, Nars, Egr1"
"3","154","Gm14020, Fam189a1, Gm8419, C77080, Ssbp4, Cntnap4, Tox, Usp28, Clns1a, Aacs, Wbscr22, Nxph3, Fam53a, Gm45070, Dtx2, Sv2b, Ap3s2, Nifk, Gm14813, Fbln5, Cd82, Ctgf, Rbm4, Dapk3, Dus1l, Manf, Gm12366, Mycn, B4galt3, Krt12, Prss12, Fam212b, Garnl3, Klhdc9, Zfp12, Cdc42ep3, Rrp1b, Abce1, Anks1, Nucb2, Hmgcs1, Il34, Stoml1, Gm4374, Satb2, Fosb, Slc35a2, Cx3cl1, Gria3, Pin4, Pip4k2b, Cd274, Ptpn2, Polr3a, Igf2bp3, Cbfa2t3, Gldc, Efhd2, Gm3695, Gm12508, Wfs1, Hes7, Mrto4, Ttc13, Ash2l, Ccdc120, Tbr1, Gm16082, Gapdh, Poc1a, Ift172, Gm11462, Senp5, Hcst, Atp13a1, Atp6v0c-ps1, Synpo, Tmem37, Vstm5, Syngr2, Atp6v1b2, Tgfbrap1, Kcnf1, Myadm, Dbn1, Rab30, Id2, Klhl35, Otof, Slc7a6os, Zfp369, Cdh9, Polr2i, Unc13b, Ppp1r1a, Akap8l, Upk1b, Batf3, Elfn1, Eml4, Gm9436, 9130401M01Rik, Napb, Erg, Syt1, Gemin6, Gm6443, Fam227b, Asphd2, Gm5471, 9330121K16Rik, Gm5760, Trmt1l, Bop1, Mapk11, Gm12940, Kremen1, Ppp1ca, Gm44307, Kcnip2, Pdcd4, Amy2-ps1, Zbtb49, Sesn1, Mkl2, BC022687, Slx4ip, Hars, Umad1, Kif3c, Wdr48, Xrn2, Elovl2, Pcsk2os1, Lsm4, Krt9, Ldha, Arv1, Tpm3, Setbp1, Nptx1, Igf1r, Mamld1, Gm24276, Cacfd1, Vps50, Gt(ROSA)26Sor, Sptan1, Nsmce2, Mgat4a, Gorasp2, Ypel4, Dbr1, Armc8"
"4","32","Rn7sk, Gm26035, Gm25106, Gm23971, Rnu5g, Gm24447, Gm23624, Gm24146, Rnu2-10, mt-Rnr2, Gm25937, Gm26461, mt-Te, mt-Rnr1, Gm26316, Ift46, Rn7s1, Gm23973, Gm23153, Gm23445, Gm28661, Olfr642, Gm23287, Gm20594, Gm25939, Rnu11, Abhd13, Amn1, Gm44609, Lemd3, Gm22628, Rpl27-ps1"
"5","83","Lyz1, Trf, Cst7, C4a, Ctsd, C4b, Itgax, Trem2, Mpst, RP23-340G24.8, Myo1f, Prr22, Lyz2, Gm8464, Cd14, Ctsz, Gm8724, Hexa, Opalin, Ctbp2, C1qa, Serpina3n, Pld4, Hexb, Tbxas1, Rps19-ps10, Ier5l, Fbxo31, Fxyd5, C1qb, Ankrd34a, Cdpf1, Cst3, Ctsa, Palm, BC029214, Rtkn, Tnfrsf11a, Cldn11, Fcrls, Mthfsd, Sec11c, Fes, Galnt6, Helq, Zfp994, Rnaseh2c, Ctsb, Gm37292, Fbl, Ddx41, Tnfrsf1a, Hk2, Trpc3, Mrpl16, Brip1os, Gm5511, Tex264, Grn, Rpsa-ps12, Tecpr1, Uap1, Hcar2, Apoe, Apod, Irf8, Pigo, Kcnh1, Acaa1a, Fam134c, Gm9670, Lamc2, Gm12038, Aig1, Gm12258, Pkp4, Gm16134, Ypel2, Cx3cr1, Gm14480, Tor1b, Siglec1, Ddx49"
"6","50","Cd37, Mafb, Oas1g, Ptgds, Vtn, Gm4978, Igf2, Colec12, Sh3pxd2b, Dnph1, Sgms1, Abl1, Cep57, 3222401L13Rik, Alms1, Myoc, Tyrobp, Alg3, Tbx18, Slc46a3, Sft2d3, Fmo5, Mapkapk3, Epg5, Crkl, Slc7a11, Serping1, Rhbdf1, Lman1, Itm2a, Gjb2, Stap1, 1810026B05Rik, Gm12011, Cyp2s1, Rasgrp4, Mrfap1, Ldlrap1, Tfb2m, Gm9550, Mrc1, Slc19a3, Mthfr, Gm8599, Slc13a4, Gm3696, Lclat1, Slco2b1, Piezo1, Cnot11"
"7","52","Mcf2, Ntng1, Gabrb2, Ngf, Ptpn4, Rnf182, Gm6887, St8sia1, Atp2a2, Iqcg, Synpo2, Ppp6c, Inpp5a, Cst6, Otx1, Pcp4, Ptk2, Samd10, Gm10544, Slc24a2, Strbp, Cacng2, Rpa2, Rgma, Map3k9, Spock1, Rgs4, Phf12, Gm9001, Mkx, Gm15795, Pcx, Fut9, Nudt4, Ndrg4, Itfg2, Ppp4r1, Rnf41, Spaca6, Gm16168, Gabpa, RP23-182D17.2, Rusc2, Cnst, Cdk5, Rap1gds1, St3gal4, Vipr2, Spock3, Cbx3, Trak1, Nexn"
"8","45","Dnajb11, L3mbtl2, Cep112, Taf1a, Zfp790, 1110059G10Rik, Wdr73, Vrk1, Lrrc57, Pgk1-rs7, Cirbp, Atp10a, Mief2, 9130221H12Rik, Fam118b, Ext2, Usp7, Gtf2h4, Gm11619, Arl6ip6, Golim4, Nedd1, Herc1, Pold4, Gm20646, Amdhd2, Lpar4, Adcy6, Ndufaf7, Cfh, Idua, Lrfn2, 1700028E10Rik, Gpr161, Gimap6, Icosl, Mmgt2, AW549877, Gm8805, Src, Gldn, Map1s, Sh2d3c, Lmcd1, Lyrm9"
"9","64","Nap1l5, Slc6a11, Calb2, Cxx1a, Scg2, Gad1, Zwint, Pcsk1n, Gad2, Nrsn2, Vamp1, Chd3os, Asb16, Slc32a1, Resp18, Map7d2, Aldoc, Gap43, Zcchc12, Eif5a2, Impact, Vsnl1, Sparc, Mdh1, Ndn, Glra2, Tcf7l2, 2010107E04Rik, Ap1s2, Nxph4, B630019K06Rik, Kcnc1, Bend6, Pitx2, Chchd10, Nova1, Sfrp2, Rassf4, Tac1, Abat, Cox5a, AW551984, Adcyap1, Klhl13, Gprasp1, Hs6st2, Bex1, Peg3, Ghitm, Tspyl4, Plvap, Slc12a5, Vat1l, Sparcl1, Rit2, Ttc3, Glrb, Gprasp2, Elmo1, Dner, Micu3, Six3, Gm2308, Hapln2"
"10","144","Asb3, Chrna1os, Zswim5, Galm, Slc16a11, RP24-275P22.2, Gid4, P3h3, Gm43889, Cd1d1, Mir670hg, RP24-364H18.2, Mycl, Celsr3, Rabggtb, 1190007I07Rik, Ctnnbip1, Fkbp14, Nid1, Mthfd2l, Naa16, Gskip, Tgtp2, Slc25a10, Ispd, Eml3, Usp53, Spry4, Timeless, Rilpl2, Gm10862, Gm26606, Cyp2j6, Tgtp1, Nxpe5, Ftsj3, Bbs5, Lgr4, Tmem71, Coro2a, Lhx2, Lace1, Camsap3, Nipsnap1, Whamm, Itga3, C030015A19Rik, Cyb5d2, Nxph1, Gm44163, Ccdc191, Traf6, C2cd3, Ostm1, Sorbs1, Snrnp200, Eif4e, Dhcr7, Gm28926, Spin1, Cd46, Slitrk2, Klhdc8b, Cfap52, Cog1, Gm19843, Atpaf2, Rab18, Scyl1, Eno3, Tmem41b, Tom1l1, Supt3, Ccdc169, Gnai3, Zfp319, Zbtb34, Pstk, Arf4, Npas3, Cntn6, Gm43766, Sos2, Kyat1, Ist1, Gm12795, Ggps1, Thrb, Ocln, Dcaf5, Bcl2l2, Tcte1, Capza1, Barhl2, Zfp974, Arl14ep, Dnah3, Usp18, Slc35g1, Sec22b, Wnt3, Gm10273, A930004J17Rik, Zfp444, Med22, Ms4a6d, Sarm1, Apc2, Tmem17, Pttg1, BC030870, Lama2, Gm5228, Gm11918, Mrpl41, Sbno2, Erf, Lgals1, Arl4a, Gm27038, Uxs1, Zfp141, Gm13212, 4930506C21Rik, Qrich1, Gm5075, Zfp248, Vps16, Dnase2a, Tpbgl, Dtwd1, Ccdc126, Tepsin, Bud31, Crat, Atg16l1, Naf1, Gm15631, Zcchc3, Xab2, Inppl1, Spns1, Gm1947, Trmt2b"
"11","36","Med11, Pde7b, Fign, Homez, Mrpl9, Lef1, Gm14843, E130114P18Rik, Nfx1, Cep152, Fanca, Gdpgp1, Pcnx3, Adarb1, Mvd, Gm21685, Hspa12a, Mgst3, BC030499, Rora, Gm9435, Gm12634, Nrip2, Trnp1, Fbxo32, Pten, Ogfod2, Rcc1l, 2310058D17Rik, Ube2d1, Ifit3, Eogt, Rell2, Aldoart1, Ptprm, Tmprss11a"
"12","61","Hpcal1, Prmt2, Nnat, Tmem132e, Gm23134, Gm26871, RP23-203D1.3, Dnajc9, Lsamp, Tbx2, Gm7204, Orc5, Galns, Csnk2a2, Dcn, B9d2, Tsc22d1, Smoc1, Atp2b4, Abcg4, Camk2d, Col23a1, Ppp1r11, Pank4, Gabra3, Pibf1, Pgrmc1, Amph, Rpf1, Hsp90b1, Rnps1, Abr, Snca, Scn5a, Cstf3, Tram2, Idh1, Ddc, Nme4, Ret, Nov, Gm17825, Gm6946, RP24-492I15.1, Hap1, Hist2h3c2, Marcksl1, Gm20501, Kcng1, 2900079G21Rik, Dpf1, Ube2b, Cdh13, Dgkb, Pigf, Gm15421, Magoh, Gm5881, Fbf1, Mapk1, Slc10a4"
"13","94","RP23-455H16.3, Gm3724, Bean1, Gm17827, Gm14698, Gm45109, Mrm2, Spin2c, Fzd6, Gm43034, Gm14472, Ppp2r5c, Zfp346, Wif1, Exosc10, Npepl1, Gm37829, Kcne1l, Tmtc2, Isoc2a, E030037K01Rik, Gm12912, Mgat4c, Anks6, Hspbap1, Frmd6, Sharpin, 1110008L16Rik, Il21r, Carmil1, Kif20a, Gm17214, Xkr4, D16Ertd472e, Wls, Pla2g3, Tmem132b, 4930451E10Rik, Dtymk, Gm4737, Zfp947, Vamp4, Ranbp6, Col4a3bp, Gm18025, 1110002L01Rik, Insig2, Vezf1, Cdk18, Vps51, Pcdhb5, Dcaf17, Gm9149, Clint1, Gm14419, mt-Atp6, Rpl29-ps5, Usp36, Gm14295, Ntf3, Fbxw4, Wdr77, Prpsap2, Orai2, Rpl26-ps4, Gm8825, Ebag9, Dpy19l4, Hadh, Fam196a, Gm37011, Elovl6, Amhr2, Gm45759, Fen1, Vwa2, Gm44509, Fndc3a, Usp19, Tyk2, Rnf114, Gm22, Mgp, Zfp133-ps, Zfp93, Gigyf2, Gm22953, Slc11a2, Edil3, Tcerg1, Taok2, Arid2, Gm9493, Csgalnact2"
"14","151","Sox18, RP23-359K10.8, Mcts2, Il4i1, Tgm2, 1700028K03Rik, Gm3194, Rab29, Tcf7, Gm26339, Helb, Pfn4, Irf3, Gm43872, Brd1, Itih5, Obscn, Pdyn, Mkrn2, Gm37424, Pcgf6, Gm16477, Gm44164, Hmces, Zfp553, Stx3, Lig4, Il17ra, Vps33b, Gm42772, Hpf1, Snord13, Arhgap26, Daam2, Tspan18, Gchfr, Tchh, Pgrmc2, Fbxo8, Lhx9, Usp48, Crlf3, Rpl31-ps6, Ntsr2, Tnni1, Col4a3, Apba3, Lat2, Foxd1, St3gal6, Nxpe4, Slc44a5, Sh3bp2, Abhd18, Zfp738, Hrh1, Nol11, Acad11, Shd, Kri1, Mis12, Mpp6, Irak1, Pygo1, Gm2189, Gm42484, Hsdl1, Tspo, 5530601H04Rik, Hps4, Gm26623, Smim17, Sept1, Brwd1, Cstf2, Kcp, Otud5, Gm2464.1, Ly6a, She, Mn1, Pus3, Mospd3, Wdr91, Gm5967, Rfwd2, Gm7312, Lims1, Mex3c, Cltb, Cfap221, Tmed5, Gm11343, Unkl, Ebf1, Gm27004, Amer3, Ints3, Grina, Gas6, Sh3gl1, Rpl5-ps2, Sfxn4, Dtna, Spire2, Actl6a, Eral1, Gm4945, Gm4604, Cdh8, Rrp8, 2310011J03Rik, Cln3, Sft2d2, Gm12152, Gm10012, Cep85, Pcyt1b, Cdh11, Polr1b, Cbfa2t2, Tmub2, Fbxo6, Lum, Znrf2, Itk, Bloc1s1, Fam63a, Ebpl, Hira, Grm2, D830025C05Rik, C030015E24Rik, Zscan12, Tbc1d23, Jak3, BC017643, Coil, Syap1, Grid2, Aldh4a1, Parvg, 8030453O22Rik, Ctu1, Plekhg4, Ifi47, Gm29154, Tmem181c-ps, Metap1, Ndc1, Slc9a6"
"15","119","Gm7666, Gtf3a, Parp12, Setdb1, Srp14, 1110004E09Rik, Tgfb1i1, Wars, Usp16, Asxl3, Golph3, Dusp12, Sulf1, Baiap2l2, Gm43352, Npb, Rps12-ps17, 1700040L02Rik, Zfp853, H2-T10, Zfp715, Ccdc28a, Rft1, Lpcat3, Snta1, Fam98b, Rcan1, Gm15131, Aldh1b1, Dhdds, Galk2, Kbtbd2, Sh3bp4, Gm14227, 0610007P14Rik, Zc3h4, Phox2a, Nudt10, Sar1b, Pex26, Jph4, Snrpert, Tmed9, Gm22634, Krtcap2, Gm13428, Zdhhc14, Vps18, Sumo3, Ntpcr, Ncoa6, Defb11, Atxn7l1, Zfp385c, Fam46c, B230354K17Rik, Cxcl10, Gm14168, 4632415L05Rik, Nipa1, Gm13864, Ltc4s, Gm14094, Arhgap27os2, Osgepl1, Gm16973, Cd2bp2, Ccar2, Ndufs3, Cab39l, Slc4a10, Luc7l, Ppp2r5b, Hadha, Map3k3, Parp11, Gm11627, Vcp-rs, Sept10, Gm42786, Yme1l1, A730020M07Rik, Rxra, Impa2, 4933406C10Rik, Sh3kbp1, Fcgr3, Oard1, Clec18a, Best2, Fahd2a, Szrd1, Phax, Moxd1, Cetn4, Tubg1, Mfsd13a, Txnip, Trp53rkb, Gm2237, N4bp2, Chsy1, Gm4986, Spsb4, Cep95, Slc12a9, Atg2a, Pnpt1, Cspg4, Gm45561, Osbpl3, Abhd16a, Mrpl11, Gm17249, 1600029O15Rik, Pigb, Stxbp2, Pot1a, Lztfl1"
"16","43","Eef1akmt1, Rpp40, Gm45760, Btaf1, Fam118a, Gtpbp3, Plpp4, Rcsd1, Cct7, 1700096K18Rik, Fermt1, Mavs, Pkn1, Pdp1, Dis3l, Gm6768, Rps6ka2, Fam193b, Gm26631, Focad, Lrba, Prkch, Ddx60, Klf6, Zfp850, Ncoa4, Lins1, Ccdc88b, Mb21d1, Ccpg1, Eps8l2, Pole4, Gm6467, Ramp3, Stc1, Tspan4, Gm45447, Arhgef4, Jmjd4, Ep400, Gm26983, Sfxn2, Fam107b"
